%  ASCII export : 
%
%  Momentum is normalized to the product of particle's mass and speed of light.
%  All other quantities are in SI units.
%
%            posX             posY             posZ             momX             momY             momZ             mass           charge     macro-charge             time       particleID         sourceID

      0.034873702        0.0715231      0.033863742    -0.0083816536     0.0016199901   -0.00028234508    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                1                0
      0.039265469     -0.039643746      0.067012049    -0.0093973652   -0.00040756076     0.0019159943    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                2                0
      0.043289412    -0.0008412255     -0.015345058     -0.028717324   -0.00062552525    -0.0017486756    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                3                0
      0.087599717   -0.00010841624     -0.023913069     -0.026873706    -0.0008279825       0.00201762    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                4                0
      0.033572406     -0.018859992      0.014441361     -0.027113831     -0.002764964     0.0032420242    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                5                0
      0.082308143      0.077631265     -0.047379334    -0.0051483819    -0.0029633078    0.00067046477    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                6                0
      0.026827721     0.0034439086     -0.048145484     -0.022626845    0.00043651939    -0.0033633159    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                7                0
      0.086627133     -0.044635188     -0.023673274     -0.022053119     0.0050208974     0.0007506418    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                8                0
      0.037742224      0.022035712    -0.0082350075     -0.029701278    0.00049996935   -9.9449164e-07    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0                9                0
      0.018780202     0.0091667864     -0.020353919     -0.024554625    0.00065546308     -0.004723818    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0               10                0
      0.062406231      0.046832561      0.053201158     -0.014302397    -0.0010288819    -0.0019851506    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0               11                0
      0.097985871     -0.021005938     -0.048028801     -0.020564878    0.00059385545     0.0027554811    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0               12                0
      0.092470959      0.023722604      0.072019063     -0.012362035   -0.00041252421     -0.003510684    9.1093825e-31   -1.6021766e-19   -4.1106212e-15                0               13                0
