%  ASCII export : 
%
%  Momentum is normalized to the product of particle's mass and speed of light.
%  All other quantities are in SI units.
%
%            posX             posY             posZ             momX             momY             momZ             mass           charge     macro-charge             time       particleID         sourceID

    -0.0085966298     7.982408e-05    -0.0063268626     0.0016255426    -0.0010414913    -0.0015411185    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0                1                0
     0.0034261362    7.2172821e-05     -0.013915587     0.0014429765    0.00076952227   -0.00017592209    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0                3                0
    -0.0091130575    9.5108066e-05    -0.0088223731     0.0015490241   -0.00052359799   -0.00056525663    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0                5                0
     0.0037656061    4.9885448e-06     -0.010295772    -0.0006487823   -0.00089678483    -0.0020170126    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0                8                0
     -0.003766658    8.4587933e-05     0.0049174456    0.00062946673   -0.00031158314     0.0013800153    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               13                0
    -0.0030416332    3.0813095e-05      0.009730462   -0.00070019474    1.6744207e-05    -0.0011263294    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               21                0
      0.001592468    1.7474646e-05      -0.01291275    0.00054614956     6.636441e-05     0.0012216729    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               35                0
   -0.00070681848    8.6868487e-05     -0.012043176     0.0004409822     0.0012932915    -0.0011846652    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               55                0
    -0.0069868802    7.6979297e-05    -0.0096561695    -0.0011334075    -0.0017342148    0.00091179798    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               75                0
    -0.0023759941    4.9430146e-05    -0.0022280843    -0.0017151452    -0.0016445304    0.00033176513    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0               95                0
     0.0069284965     9.664485e-05     0.0077681667    0.00018273164   -0.00056953618    -0.0014995446    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              115                0
    -0.0041519571    9.6905031e-05     0.0024645724     0.0014972861    -0.0014493043    -0.0020432784    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              135                0
     0.0049395547    5.0023216e-05     -0.003472497    -0.0016034094    0.00076283794    2.1506579e-05    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              155                0
    -0.0039803553    4.0806077e-05     0.0020966546    -0.0013095487   -0.00066418672    -0.0014563659    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              175                0
     0.0040642512      8.72116e-05    -0.0068799164    -0.0026723817    -0.0036834485   -9.4672578e-05    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              195                0
     0.0081240386    8.5398919e-05      0.013708449    -0.0011140883   -0.00011482091    -0.0014373375    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              215                0
     0.0078708176    2.9305531e-05     0.0078225276     0.0004473149    0.00030071012    -0.0015610316    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              235                0
     -0.005093954    5.1625222e-05    -0.0069909208     0.0014742271   -0.00042053623   -0.00016765507    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              255                0
    -0.0063277944    8.2616716e-06    -0.0060391277   -0.00066528382    -0.0025812502     0.0010472907    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              275                0
     0.0047789561    2.8394716e-05    -0.0034375256     0.0016199151    4.1499866e-06    0.00074182422    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              295                0
    -0.0032915785    6.0586859e-05    -0.0011959162    0.00022006963   -0.00079717371    -0.0012752089    9.1093825e-31   -1.6021766e-19    -9.156439e-20                0              315                0
