%  ASCII export : 
%
%  Momentum is normalized to the product of particle's mass and speed of light.
%  All other quantities are in SI units.
%
%            posX             posY             posZ             momX             momY             momZ             mass           charge     macro-charge             time       particleID         sourceID

     0.0014763934    1.3554786e-05     0.0058488147     -0.002149127     0.0031337903    -0.0043377085    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51751                1
   -0.00086155342    1.4024998e-05     0.0071773529     0.0034796207     0.0026931956     0.0011184537    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51698                1
    0.00012911479    4.3638163e-05     0.0032331748   -0.00015832653     0.0090809567    -0.0042054998    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51699                1
    -0.0012805453    3.3938843e-05      0.011395895     0.0039024705    -0.0090366947     -0.002404958    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50393                1
     0.0015415894    5.8922775e-05       0.01148629    0.00032705028     -0.001355176    -0.0017204244    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            43028                1
   -0.00072782487     4.579252e-05     0.0058082524   -0.00018303865    -0.0027260883   -0.00021187391    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            26206                1
    -0.0013952574    8.8910201e-05     0.0061627761    0.00021137155     0.0011267277   -0.00033180142    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            46606                1
    -0.0015613035    8.0685786e-05    -0.0082232086   -0.00082628371      -0.00511315     0.0021870281    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52501                1
    -0.0014847063    2.4266233e-06      0.011142878    -0.0033388401      0.001802947     0.0059847133    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53344                1
    2.6804755e-05    6.7305818e-06      0.012190642    -0.0051503167      0.003523618     0.0062008933    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53114                1
    -0.0011695988    9.8434284e-05    -0.0084230918   -0.00098654605    -0.0079045258    0.00084800355    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53785                1
   -0.00083224056    9.1472699e-05    -0.0083445758    -0.0059213699    -0.0065402105    -0.0071485131    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53345                1
     0.0024726579    8.8179047e-05    -0.0076835109    0.00011154836    -0.0013871263    0.00062489358    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51922                1
    -0.0012468667    8.7586603e-05     -0.011094532   -0.00049289619     0.0095741451    0.00072330527    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50251                1
    7.7318829e-05    2.1243377e-06      0.013689925    -0.0014776262     0.0053047715    -0.0010741258    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53717                1
     0.0017180619    5.1680585e-05     0.0025169328    -0.0013098666     0.0073160939    8.3566396e-05    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50712                1
    -0.0016394347    8.3974279e-05     0.0023342199   -0.00081058138     0.0020862685     0.0006824825    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            42229                1
    -0.0022530069     8.770523e-06     0.0066122892     0.0023231381    -0.0071794176     0.0039246739    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            47204                1
     0.0013261425    3.2828862e-05     0.0058857263    0.00038441751     0.0040860227   -0.00025083558    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50876                1
    9.7526216e-05    4.9961935e-05    -0.0039724517     0.0040946831     0.0077691772     0.0036108028    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49661                1
     0.0012927582    7.2403542e-05     -0.013476294    -0.0047255158    -0.0065825563    -0.0034449822    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52074                1
       0.00244979    2.2912545e-05      0.011565154    -0.0010489118     -0.008562047    -0.0049481299    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            48394                1
   -0.00030527849    1.9819257e-05      0.013911897    0.00026498194    -0.0026177452    -0.0019706164    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49493                1
   -0.00067778095     2.023721e-05    -0.0085518695    0.00067123171     0.0051101656     0.0031416374    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52108                1
    -0.0012432811     9.441877e-05     -0.014100018     0.0012380519    -0.0049890559   -0.00027252099    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53388                1
   -0.00099657092    8.3232073e-05    -0.0027762565    -0.0012603315      0.010364291    -0.0034392264    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49871                1
    -0.0013800276    2.4037616e-05     0.0060188561     0.0014674154     0.0035948055     0.0007873961    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51142                1
     0.0007153711    2.8320039e-06       0.01150053     0.0033874097     0.0056936671     0.0022870628    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53671                1
    -0.0015811772    5.0888611e-05     0.0025383746    -0.0062237806      0.010178059     0.0015880123    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51634                1
      0.001555711    3.1563155e-05      0.013634999   -0.00055335567    -0.0085522728    0.00074275455    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            48746                1
     0.0013927663    2.1294407e-05      0.012233969    -0.0035044199    -0.0099614952    0.00083037087    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49925                1
     0.0012394002     9.991295e-06     0.0080101052    -0.0031880897     0.0016552646    -0.0044488101    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51670                1
   -0.00096939644    9.2390655e-05    -0.0024436521     0.0080693541    -0.0073720962   -0.00094913103    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53469                1
   -0.00090935768     3.384949e-05    -0.0028636241    0.00077197654     0.0068521742    -0.0015648993    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50755                1
     0.0011435484           0.0001     0.0024078754   -0.00054627389      0.012412918    -0.0008506928    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50666                1
     0.0014925805    1.6836379e-05     0.0075532338     0.0070332829    -0.0077754641     0.0030253869    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            48620                1
     0.0010670706    5.4276999e-05      -0.01328586    -0.0035782931     -0.007052728    -0.0054138829    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51355                1
     0.0017450984    3.3537548e-05      0.012434307    5.8885256e-05     0.0071959817   -0.00010040227    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52263                1
    0.00092539226    1.4369303e-05     0.0024812692      0.000783397     0.0035547446    -0.0028837034    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50946                1
     0.0018618243    8.8104398e-06       0.01168566    -0.0005903191    -0.0056847045    0.00025385359    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            43709                1
     0.0010316266    7.0737711e-05     -0.013310265   -2.9546709e-05    -0.0061797728     0.0001527461    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51854                1
    5.9465925e-05    4.0432275e-05      0.013766703    0.00088075438    -0.0096380096     0.0011462175    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50857                1
     0.0014509819    1.5487305e-05      0.011301504     0.0039900108     0.0030891835     0.0024265829    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52265                1
   -0.00094778888    7.3132578e-05     -0.008351828    -0.0030426728    -0.0062259641     0.0047997213    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52337                1
   -0.00026664443    1.8226167e-06     0.0095351543   -0.00017268912      -0.01117324    0.00073168665    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            50283                1
   -0.00097353815    9.0579924e-05    -0.0024483961     0.0038855774    -0.0092004128    -0.0057416465    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            53468                1
     0.0004001912    3.2553457e-05    -0.0039511942      0.002329326     0.0080358256    -0.0012791022    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            51855                1
     0.0014980177    1.9188072e-05     0.0026149235   -8.1165063e-06     0.0065067029   -0.00088954583    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52468                1
     0.0018080291    4.5150715e-05      0.011292725     0.0012101523     -0.007339471    0.00048334483    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            48507                1
     0.0015766877    7.2426585e-05    -0.0048481147   -0.00049624167     0.0091019971     0.0027208433    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49270                1
     0.0014351966    3.2564334e-05       0.01129369     0.0001925809     0.0071955058    0.00054570712    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52266                1
     0.0056060161    3.7716774e-05     0.0051781759   -0.00086448103    -0.0013038201    0.00066378014    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18              751                0
      0.001116087    1.0827163e-05      0.013355844     0.0011598569     0.0042647058    -0.0012767129    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            52925                1
    0.00015269699    8.0253594e-05    -0.0037852623     0.0030538486     0.0099092387     0.0045451871    9.1093825e-31   -1.6021766e-19    -9.156439e-20    2.0820905e-18            49536                1
