%  ASCII export : 
%
%  Momentum is normalized to the product of particle's mass and speed of light.
%  All other quantities are in SI units.
%
%            posX             posY             posZ             momX             momY             momZ             mass           charge     macro-charge             time       particleID         sourceID

     0.0010644075    2.4958026e-05     0.0075023058    0.00015938774     0.0089783249    -0.0014396826    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26822                1
   -0.00081312476    7.4342679e-06     0.0056573539     0.0067335339      0.004635524    -0.0069994829    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            27041                1
   -1.2197781e-05    2.1302636e-05      0.012282831   -0.00027081789     -0.013076817    5.4394332e-05    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26138                1
    -0.0003590298    9.0957008e-05    -0.0081251981    0.00020212453    -0.0073943036   -0.00018699879    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            27136                1
     0.0010745531    6.3135914e-05     0.0022665239   -7.2558323e-05       0.01045512    0.00010045415    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26205                1
   -0.00070836901    7.8124962e-05     0.0058316928   -0.00017004869    -0.0033595569   -0.00021052848    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26206                1
   -0.00069596572    4.3272335e-06     0.0066885622    0.00060424843    0.00093540695     0.0020261472    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26540                1
    -0.0014963734    3.4976634e-05     0.0055359905     0.0015375299     0.0095969206     0.0039425865    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26650                1
     0.0015349941    2.3831903e-05      0.011627961    0.00019795838      -0.01055264    0.00089183258    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            25732                1
     0.0012035533    3.0344749e-05      0.011568189    1.5945998e-05       -0.0105077   -0.00012104781    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            25917                1
   -0.00084649108    8.4683939e-05    -0.0083520086    0.00027307804     -0.001000195    -0.0027157413    9.1093825e-31   -1.6021766e-19    -9.156439e-20    1.7138857e-18            26330                1
