+0.0000000E+00	+0.0000000E+00
+1.4505110E-03	+0.0000000E+00
+2.9010221E-03	+6.0000000E+00
+4.3515330E-03	+2.2000000E+01
+5.8020442E-03	+3.8000000E+01
+7.2525553E-03	+5.9000000E+01
+8.7030660E-03	+1.0000000E+02
+1.0153578E-02	+1.2400000E+02
+1.1604088E-02	+1.5200000E+02
+1.3054599E-02	+1.7700000E+02
+1.4505111E-02	+2.3300000E+02
+1.5955622E-02	+2.6200000E+02
+1.7406132E-02	+2.6300000E+02
+1.8856644E-02	+3.3100000E+02
+2.0307155E-02	+3.8100000E+02
+2.1757665E-02	+3.6900000E+02
+2.3208177E-02	+4.0700000E+02
+2.4658688E-02	+4.7800000E+02
+2.6109198E-02	+4.8600000E+02
+2.7559710E-02	+5.3700000E+02
+2.9010221E-02	+4.8800000E+02
+3.0460731E-02	+6.1100000E+02
+3.1911244E-02	+5.5200000E+02
+3.3361754E-02	+6.3300000E+02
+3.4812264E-02	+6.4800000E+02
+3.6262778E-02	+6.9900000E+02
+3.7713287E-02	+6.7700000E+02
+3.9163797E-02	+7.8700000E+02
+4.0614311E-02	+6.9100000E+02
+4.2064820E-02	+7.7400000E+02
+4.3515330E-02	+8.0000000E+02
+4.4965844E-02	+7.4600000E+02
+4.6416353E-02	+8.1500000E+02
+4.7866863E-02	+7.9300000E+02
+4.9317377E-02	+8.0000000E+02
+5.0767886E-02	+8.7300000E+02
+5.2218396E-02	+8.9700000E+02
+5.3668910E-02	+8.6400000E+02
+5.5119419E-02	+8.4300000E+02
+5.6569929E-02	+9.1500000E+02
+5.8020443E-02	+8.9800000E+02
+5.9470956E-02	+9.5500000E+02
+6.0921462E-02	+9.4100000E+02
+6.2371976E-02	+9.7400000E+02
+6.3822489E-02	+9.2300000E+02
+6.5272995E-02	+9.3500000E+02
+6.6723509E-02	+9.4800000E+02
+6.8174022E-02	+1.0000000E+03
+6.9624528E-02	+1.0270000E+03
+7.1075042E-02	+1.0450000E+03
+7.2525555E-02	+1.0850000E+03
+7.3976061E-02	+1.0290000E+03
+7.5426575E-02	+1.0930000E+03
+7.6877088E-02	+1.0920000E+03
+7.8327594E-02	+1.0870000E+03
+7.9778108E-02	+1.0690000E+03
+8.1228621E-02	+1.1070000E+03
+8.2679127E-02	+1.1250000E+03
+8.4129641E-02	+1.0980000E+03
+8.5580154E-02	+1.1440000E+03
+8.7030660E-02	+1.1790000E+03
+8.8481174E-02	+1.1380000E+03
+8.9931687E-02	+1.1080000E+03
+9.1382193E-02	+1.1270000E+03
+9.2832707E-02	+1.1890000E+03
+9.4283220E-02	+1.1750000E+03
+9.5733727E-02	+1.2110000E+03
+9.7184240E-02	+1.1550000E+03
+9.8634753E-02	+1.1170000E+03
+1.0008526E-01	+1.1790000E+03
+1.0153577E-01	+1.2720000E+03
+1.0298629E-01	+1.2410000E+03
+1.0443679E-01	+1.1990000E+03
+1.0588731E-01	+1.2110000E+03
+1.0733782E-01	+1.2100000E+03
+1.0878833E-01	+1.2810000E+03
+1.1023884E-01	+1.2330000E+03
+1.1168935E-01	+1.2620000E+03
+1.1313986E-01	+1.3070000E+03
+1.1459037E-01	+1.2660000E+03
+1.1604089E-01	+1.2680000E+03
+1.1749139E-01	+1.2550000E+03
+1.1894191E-01	+1.3190000E+03
+1.2039242E-01	+1.2430000E+03
+1.2184292E-01	+1.2780000E+03
+1.2329344E-01	+1.2580000E+03
+1.2474395E-01	+1.3490000E+03
+1.2619446E-01	+1.3140000E+03
+1.2764498E-01	+1.3890000E+03
+1.2909548E-01	+1.2790000E+03
+1.3054599E-01	+1.3630000E+03
+1.3199651E-01	+1.3150000E+03
+1.3344702E-01	+1.2980000E+03
+1.3489752E-01	+1.2760000E+03
+1.3634804E-01	+1.3140000E+03
+1.3779855E-01	+1.3470000E+03
+1.3924906E-01	+1.3250000E+03
+1.4069958E-01	+1.2480000E+03
+1.4215008E-01	+1.3560000E+03
+1.4360059E-01	+1.2770000E+03
+1.4505111E-01	+1.2710000E+03
+1.4650162E-01	+1.3370000E+03
+1.4795212E-01	+1.3060000E+03
+1.4940264E-01	+1.2960000E+03
+1.5085315E-01	+1.3020000E+03
+1.5230366E-01	+1.2170000E+03
+1.5375418E-01	+1.2990000E+03
+1.5520468E-01	+1.3250000E+03
+1.5665519E-01	+1.2770000E+03
+1.5810571E-01	+1.2260000E+03
+1.5955622E-01	+1.2930000E+03
+1.6100672E-01	+1.2410000E+03
+1.6245724E-01	+1.2240000E+03
+1.6390775E-01	+1.2460000E+03
+1.6535825E-01	+1.2690000E+03
+1.6680878E-01	+1.2750000E+03
+1.6825928E-01	+1.2640000E+03
+1.6970979E-01	+1.2200000E+03
+1.7116031E-01	+1.2190000E+03
+1.7261081E-01	+1.2100000E+03
+1.7406132E-01	+1.1640000E+03
+1.7551184E-01	+1.2000000E+03
+1.7696235E-01	+1.1750000E+03
+1.7841285E-01	+1.0860000E+03
+1.7986337E-01	+1.1860000E+03
+1.8131388E-01	+1.1020000E+03
+1.8276439E-01	+1.1200000E+03
+1.8421491E-01	+1.1790000E+03
+1.8566541E-01	+1.0810000E+03
+1.8711592E-01	+1.0940000E+03
+1.8856644E-01	+1.0740000E+03
+1.9001695E-01	+1.0500000E+03
+1.9146745E-01	+1.0850000E+03
+1.9291797E-01	+9.9700000E+02
+1.9436848E-01	+1.1190000E+03
+1.9581899E-01	+1.0800000E+03
+1.9726951E-01	+1.0020000E+03
+1.9872001E-01	+1.0370000E+03
+2.0017052E-01	+1.0150000E+03
+2.0162104E-01	+1.0440000E+03
+2.0307155E-01	+1.0120000E+03
+2.0452205E-01	+1.0280000E+03
+2.0597257E-01	+9.6400000E+02
+2.0742308E-01	+1.0390000E+03
+2.0887359E-01	+1.0240000E+03
+2.1032411E-01	+9.9000000E+02
+2.1177461E-01	+1.0060000E+03
+2.1322512E-01	+9.7900000E+02
+2.1467564E-01	+1.0010000E+03
+2.1612614E-01	+9.6000000E+02
+2.1757665E-01	+9.7400000E+02
+2.1902717E-01	+9.6900000E+02
+2.2047768E-01	+9.9500000E+02
+2.2192818E-01	+9.6900000E+02
+2.2337870E-01	+1.0320000E+03
+2.2482921E-01	+9.6500000E+02
+2.2627972E-01	+9.5300000E+02
+2.2773024E-01	+1.0160000E+03
+2.2918074E-01	+9.5400000E+02
+2.3063125E-01	+9.8200000E+02
+2.3208177E-01	+1.0050000E+03
+2.3353228E-01	+1.0140000E+03
+2.3498278E-01	+1.0980000E+03
+2.3643329E-01	+1.0060000E+03
+2.3788382E-01	+9.3900000E+02
+2.3933433E-01	+9.6100000E+02
+2.4078484E-01	+9.6000000E+02
+2.4223534E-01	+9.7600000E+02
+2.4368585E-01	+9.1600000E+02
+2.4513636E-01	+9.7900000E+02
+2.4658689E-01	+9.9700000E+02
+2.4803740E-01	+9.5400000E+02
